quarter,clinic_id,clinic_name,clinic_waiting_total,clinic_treated_total,clinic_treatment_ratio,clinic_treatment_pct,quarters_to_treat,months_to_treat,catchment,catchment_waiting_total,catchment_treated_total,mean_ratio,clinics_pct_of_catchment,catchment_pct_of_qld,clinic_pct_of_qld
2023-04-01,6,REDCLIFFE DENTAL CLINIC,2044,38,0.019,1.86,53,158,Metro North,12311,4473,0.267,0.166,0.1061,0.01760854583046175052
2024-07-01,33,GLADSTONE DENTAL CLINIC,2088,214,0.102,10.25,10,29,Central Queensland,7970,1618,0.169,0.262,0.0606,0.01586336838266577524
2024-04-01,45,KINGAROY DENTAL CLINIC,2131,314,0.147,14.73,7,20,Darling Downs,10106,717,0.066,0.211,0.0772,0.01627462960134412708
2023-07-01,33,GLADSTONE DENTAL CLINIC,2133,230,0.108,10.78,9,28,Central Queensland,8093,1462,0.153,0.264,0.0676,0.01781954887218045113
2023-07-01,45,KINGAROY DENTAL CLINIC,2142,359,0.168,16.76,6,18,Darling Downs,9194,1044,0.102,0.233,0.0768,0.01789473684210526316
2024-04-01,89,STAFFORD DENTAL CLINIC,2149,2156,1.003,100.33,1,3,Metro North,16156,2722,0.144,0.133,0.1234,0.01641209714372995265
2024-01-01,171,KALLANGUR SATELLITE CLINI,2149,17,0.008,0.79,125,375,Metro North,14865,1821,0.109,0.145,0.1171,0.01692299211730334601
2023-04-01,47,MARYBOROUGH DENTAL CLINIC,2162,223,0.103,10.31,10,29,Wide Bay,10529,726,0.065,0.205,0.0907,0.01862508614748449345
2023-07-01,6,REDCLIFFE DENTAL CLINIC,2189,11,0.005,0.50,200,600,Metro North,13401,1751,0.116,0.163,0.1120,0.01828738512949039265
2023-04-01,45,KINGAROY DENTAL CLINIC,2200,295,0.134,13.41,7,22,Darling Downs,9114,1073,0.105,0.241,0.0785,0.01895244658855961406
2023-10-01,33,GLADSTONE DENTAL CLINIC,2213,181,0.082,8.18,12,37,Central Queensland,8397,1014,0.108,0.264,0.0671,0.01769494019062240133
2023-07-01,47,MARYBOROUGH DENTAL CLINIC,2229,212,0.095,9.51,11,32,Wide Bay,10631,960,0.083,0.210,0.0888,0.01862155388471177945
2024-07-01,45,KINGAROY DENTAL CLINIC,2231,220,0.099,9.86,10,30,Darling Downs,10190,938,0.084,0.219,0.0774,0.01694979638971616119
2025-01-01,3,GYMPIE DENTAL CLINIC,2242,227,0.101,10.12,10,30,Sunshine Coast,11709,1080,0.084,0.191,0.0835,0.01599543395284129419
2024-10-01,33,GLADSTONE DENTAL CLINIC,2256,185,0.082,8.20,12,37,Central Queensland,8593,1115,0.115,0.263,0.0631,0.01655949969171144191
2023-10-01,20,TOWNSVILLE DENTAL CLINIC,2263,410,0.181,18.12,6,17,Townsville,3082,507,0.141,0.734,0.0246,0.01809473549542634171
2023-10-01,45,KINGAROY DENTAL CLINIC,2263,319,0.141,14.10,7,21,Darling Downs,9685,881,0.083,0.234,0.0774,0.01809473549542634171
2023-04-01,20,TOWNSVILLE DENTAL CLINIC,2271,247,0.109,10.88,9,28,Townsville,2930,305,0.094,0.775,0.0252,0.01956409372846312888
2024-10-01,3,GYMPIE DENTAL CLINIC,2281,291,0.128,12.76,8,23,Sunshine Coast,11360,1564,0.121,0.201,0.0834,0.01674300478581285416
2024-04-01,171,KALLANGUR SATELLITE CLINI,2321,33,0.014,1.42,71,214,Metro North,16156,2722,0.144,0.144,0.1234,0.01772567588208339698
2025-01-01,45,KINGAROY DENTAL CLINIC,2327,143,0.061,6.15,16,49,Darling Downs,10346,597,0.055,0.225,0.0738,0.01660186209110690971
2023-07-01,20,TOWNSVILLE DENTAL CLINIC,2333,267,0.114,11.44,9,26,Townsville,3126,334,0.097,0.746,0.0261,0.01949039264828738513
2023-07-01,3,GYMPIE DENTAL CLINIC,2334,313,0.134,13.41,7,22,Sunshine Coast,11469,1514,0.117,0.204,0.0958,0.01949874686716791980
2024-01-01,6,REDCLIFFE DENTAL CLINIC,2346,13,0.006,0.55,167,500,Metro North,14865,1821,0.109,0.158,0.1171,0.01847433201823808736
2025-04-01,3,GYMPIE DENTAL CLINIC,2360,169,0.072,7.16,14,42,Sunshine Coast,12104,786,0.061,0.195,0.0819,0.01597703639514731369
2024-10-01,45,KINGAROY DENTAL CLINIC,2362,80,0.034,3.39,29,88,Darling Downs,10084,757,0.070,0.234,0.0740,0.01733756129070142987
2024-01-01,3,GYMPIE DENTAL CLINIC,2365,216,0.091,9.13,11,33,Sunshine Coast,11828,1011,0.079,0.200,0.0931,0.01862395363304905227
2024-07-01,47,MARYBOROUGH DENTAL CLINIC,2372,382,0.161,16.10,6,19,Wide Bay,10803,1769,0.141,0.220,0.0821,0.01802102959946514313
2025-01-01,33,GLADSTONE DENTAL CLINIC,2395,140,0.058,5.85,17,52,Central Queensland,8636,1473,0.146,0.277,0.0616,0.01708700460171940213
2023-10-01,3,GYMPIE DENTAL CLINIC,2415,246,0.102,10.19,10,29,Sunshine Coast,11800,1325,0.101,0.205,0.0944,0.01931011322203032048
2025-04-01,45,KINGAROY DENTAL CLINIC,2416,92,0.038,3.81,26,79,Darling Downs,10662,633,0.056,0.227,0.0722,0.01635615251299826690
2024-07-01,3,GYMPIE DENTAL CLINIC,2425,200,0.082,8.25,12,37,Sunshine Coast,12339,1166,0.086,0.197,0.0937,0.01842369172795234912
2023-10-01,47,MARYBOROUGH DENTAL CLINIC,2433,116,0.048,4.77,21,62,Wide Bay,11135,889,0.074,0.219,0.0890,0.01945403953175973901
2023-04-01,3,GYMPIE DENTAL CLINIC,2439,116,0.048,4.76,21,62,Sunshine Coast,12271,510,0.040,0.199,0.1057,0.02101137146795313577
2023-10-01,6,REDCLIFFE DENTAL CLINIC,2439,14,0.006,0.57,167,500,Metro North,14553,1649,0.102,0.168,0.1164,0.01950201496833621186
2024-07-01,89,STAFFORD DENTAL CLINIC,2466,730,0.296,29.60,3,10,Metro North,17927,1967,0.099,0.138,0.1362,0.01873518507263113110
2024-01-01,20,TOWNSVILLE DENTAL CLINIC,2467,198,0.080,8.03,13,38,Townsville,3219,344,0.097,0.766,0.0253,0.01942718545992896911
2023-04-01,26,CAIRNS NTH DENTAL CLINIC,2472,391,0.158,15.82,6,19,Cairns and Hinterland,8481,1341,0.137,0.291,0.0731,0.02129565816678152998
2025-01-01,47,MARYBOROUGH DENTAL CLINIC,2503,341,0.136,13.62,7,22,Wide Bay,11636,1093,0.086,0.215,0.0830,0.01785752505975100774
2025-04-01,47,MARYBOROUGH DENTAL CLINIC,2511,250,0.100,9.96,10,30,Wide Bay,11693,1082,0.085,0.215,0.0792,0.01699929592720970537
2025-04-01,33,GLADSTONE DENTAL CLINIC,2523,107,0.042,4.24,24,71,Central Queensland,8532,1173,0.121,0.296,0.0578,0.01708053509532062392
2024-07-01,20,TOWNSVILLE DENTAL CLINIC,2538,306,0.121,12.06,8,25,Townsville,3354,404,0.108,0.757,0.0255,0.01928219777548167507
2024-04-01,20,TOWNSVILLE DENTAL CLINIC,2556,242,0.095,9.47,11,32,Townsville,3405,352,0.094,0.751,0.0260,0.01952039101878723079
2024-04-01,6,REDCLIFFE DENTAL CLINIC,2563,16,0.006,0.62,167,500,Metro North,16156,2722,0.144,0.159,0.1234,0.01957385061860394074
2024-04-01,3,GYMPIE DENTAL CLINIC,2570,146,0.057,5.68,18,53,Sunshine Coast,12971,530,0.039,0.198,0.0991,0.01962731021842065068
2025-01-01,20,TOWNSVILLE DENTAL CLINIC,2602,395,0.152,15.18,7,20,Townsville,3477,461,0.117,0.748,0.0248,0.01856383547961331288
2023-07-01,26,CAIRNS NTH DENTAL CLINIC,2602,232,0.089,8.92,11,34,Cairns and Hinterland,8338,1189,0.125,0.312,0.0697,0.02173767752715121136
2024-10-01,20,TOWNSVILLE DENTAL CLINIC,2618,205,0.078,7.83,13,38,Townsville,3457,329,0.087,0.757,0.0254,0.01921665345429989136
2024-10-01,47,MARYBOROUGH DENTAL CLINIC,2621,139,0.053,5.30,19,57,Wide Bay,11732,773,0.062,0.223,0.0861,0.01923867406559206084
2024-07-01,171,KALLANGUR SATELLITE CLINI,2627,15,0.006,0.57,167,500,Metro North,17927,1967,0.099,0.147,0.1362,0.01995836625539415304
2024-07-01,26,CAIRNS NTH DENTAL CLINIC,2632,418,0.159,15.88,6,19,Cairns and Hinterland,8548,1345,0.136,0.308,0.0649,0.01999635324864766304
2024-01-01,47,MARYBOROUGH DENTAL CLINIC,2651,119,0.045,4.49,22,67,Wide Bay,11174,1270,0.102,0.237,0.0880,0.02087615267704568184
2024-04-01,47,MARYBOROUGH DENTAL CLINIC,2703,75,0.028,2.77,36,107,Wide Bay,11501,966,0.077,0.235,0.0878,0.02064304261493813961
2024-10-01,26,CAIRNS NTH DENTAL CLINIC,2722,357,0.131,13.12,8,23,Cairns and Hinterland,9252,996,0.097,0.294,0.0679,0.01998003464576176635
2024-01-01,26,CAIRNS NTH DENTAL CLINIC,2738,340,0.124,12.42,8,24,Cairns and Hinterland,8538,1332,0.135,0.321,0.0672,0.02156126217644325797
2024-10-01,1,KAWANA DENTAL CLINIC,2768,371,0.134,13.40,7,22,Sunshine Coast,11360,1564,0.121,0.244,0.0834,0.02031768401890836490
2024-04-01,26,CAIRNS NTH DENTAL CLINIC,2771,302,0.109,10.90,9,28,Cairns and Hinterland,8619,1150,0.118,0.321,0.0658,0.02116236444172903620
2023-07-01,1,KAWANA DENTAL CLINIC,2774,339,0.122,12.22,8,25,Sunshine Coast,11469,1514,0.117,0.242,0.0958,0.02317460317460317460
2023-10-01,26,CAIRNS NTH DENTAL CLINIC,2784,224,0.080,8.05,13,38,Cairns and Hinterland,8686,836,0.088,0.321,0.0695,0.02226060257148340050
2024-10-01,89,STAFFORD DENTAL CLINIC,2785,117,0.042,4.20,24,71,Metro North,20168,477,0.023,0.138,0.1480,0.02044246748289732523
2023-10-01,1,KAWANA DENTAL CLINIC,2821,347,0.123,12.30,8,24,Sunshine Coast,11800,1325,0.101,0.239,0.0944,0.02255645109703831638
2025-04-01,20,TOWNSVILLE DENTAL CLINIC,2835,186,0.066,6.56,15,45,Townsville,3712,305,0.076,0.764,0.0251,0.01919275346620450607
2025-01-01,1,KAWANA DENTAL CLINIC,2875,309,0.107,10.75,9,28,Sunshine Coast,11709,1080,0.084,0.246,0.0835,0.02051153997074876039
2024-01-01,1,KAWANA DENTAL CLINIC,2878,246,0.085,8.55,12,35,Sunshine Coast,11828,1011,0.079,0.243,0.0931,0.02266373723294510462
2025-04-01,1,KAWANA DENTAL CLINIC,2919,196,0.067,6.71,15,45,Sunshine Coast,12104,786,0.061,0.241,0.0819,0.01976142764298093588
2025-01-01,89,STAFFORD DENTAL CLINIC,2931,43,0.015,1.47,67,200,Metro North,21169,811,0.037,0.138,0.1510,0.02091106909713551885
2024-07-01,1,KAWANA DENTAL CLINIC,2935,257,0.088,8.76,11,34,Sunshine Coast,12339,1166,0.086,0.238,0.0937,0.02229836503981036893
2024-07-01,6,REDCLIFFE DENTAL CLINIC,2958,9,0.003,0.30,333,1000,Metro North,17927,1967,0.099,0.165,0.1362,0.02247310520877651492
2024-10-01,171,KALLANGUR SATELLITE CLINI,2994,12,0.004,0.40,250,750,Metro North,20168,477,0.023,0.148,0.1480,0.02197657006958513168
2025-01-01,26,CAIRNS NTH DENTAL CLINIC,3026,160,0.053,5.29,19,57,Cairns and Hinterland,9599,798,0.077,0.315,0.0685,0.02158884172225591267
2023-04-01,7,CABOOLTURE DENTAL CLINIC,3039,48,0.016,1.58,63,188,Metro North,12311,4473,0.267,0.247,0.1061,0.02618022053756030324
2023-04-01,1,KAWANA DENTAL CLINIC,3057,164,0.054,5.36,19,56,Sunshine Coast,12271,510,0.040,0.249,0.1057,0.02633528600964851826
2023-07-01,88,ORAL HEALTH CENTRE,3057,629,0.206,20.58,5,15,Metro North,13401,1751,0.116,0.228,0.1120,0.02553884711779448622
2023-07-01,2,CALOUNDRA DENTAL CLINIC,3132,469,0.150,14.97,7,20,Sunshine Coast,11469,1514,0.117,0.273,0.0958,0.02616541353383458647
2024-04-01,1,KAWANA DENTAL CLINIC,3161,121,0.038,3.83,26,79,Sunshine Coast,12971,530,0.039,0.244,0.0991,0.02414082786008859019
2025-04-01,89,STAFFORD DENTAL CLINIC,3169,193,0.061,6.09,16,49,Metro North,22727,2084,0.084,0.139,0.1539,0.02145391031195840555
2025-01-01,2,CALOUNDRA DENTAL CLINIC,3198,369,0.115,11.54,9,26,Sunshine Coast,11709,1080,0.084,0.273,0.0835,0.02281596689615809938
2024-10-01,6,REDCLIFFE DENTAL CLINIC,3202,5,0.002,0.16,500,1500,Metro North,20168,477,0.023,0.159,0.1480,0.02350333245250888165
2023-04-01,152,MS INNER BRISBANE CLUSTER,3219,663,0.206,20.60,5,15,Metro South,25377,4168,0.141,0.127,0.2186,0.02773087525844245348
2024-10-01,2,CALOUNDRA DENTAL CLINIC,3235,383,0.118,11.84,8,25,Sunshine Coast,11360,1564,0.121,0.285,0.0834,0.02374555917672274582
2024-01-01,2,CALOUNDRA DENTAL CLINIC,3243,293,0.090,9.03,11,33,Sunshine Coast,11828,1011,0.079,0.274,0.0931,0.02553804720168206194
2025-01-01,171,KALLANGUR SATELLITE CLINI,3259,7,0.002,0.21,500,1500,Metro North,21169,811,0.037,0.154,0.1510,0.02325116826597224699
2023-10-01,2,CALOUNDRA DENTAL CLINIC,3273,353,0.108,10.79,9,28,Sunshine Coast,11800,1325,0.101,0.277,0.0944,0.02617060065246593744
2024-07-01,88,ORAL HEALTH CENTRE,3310,1060,0.320,32.02,3,9,Metro North,17927,1967,0.099,0.185,0.1362,0.02514738953382361879
2025-04-01,26,CAIRNS NTH DENTAL CLINIC,3363,105,0.031,3.12,32,97,Cairns and Hinterland,10058,878,0.080,0.334,0.0681,0.02276727686308492201
2023-04-01,2,CALOUNDRA DENTAL CLINIC,3369,120,0.036,3.56,28,83,Sunshine Coast,12271,510,0.040,0.275,0.1057,0.02902308752584424535
2023-10-01,88,ORAL HEALTH CENTRE,3372,555,0.165,16.46,6,18,Metro North,14553,1649,0.102,0.232,0.1164,0.02696219535597773940
2024-01-01,88,ORAL HEALTH CENTRE,3402,492,0.145,14.46,7,21,Metro North,14865,1821,0.109,0.229,0.1171,0.02679014387299487349
2025-01-01,6,REDCLIFFE DENTAL CLINIC,3416,9,0.003,0.26,333,1000,Metro North,21169,811,0.037,0.161,0.1510,0.02437127670959226626
2025-04-01,2,CALOUNDRA DENTAL CLINIC,3426,202,0.059,5.90,17,51,Sunshine Coast,12104,786,0.061,0.283,0.0819,0.02319378249566724437
2023-04-01,88,ORAL HEALTH CENTRE,3434,220,0.064,6.41,16,47,Metro North,12311,4473,0.267,0.279,0.1061,0.02958304617505168849
2024-07-01,2,CALOUNDRA DENTAL CLINIC,3454,372,0.108,10.77,9,28,Sunshine Coast,12339,1166,0.086,0.280,0.0937,0.02624141493952470674
2025-04-01,171,KALLANGUR SATELLITE CLINI,3457,236,0.068,6.83,15,44,Metro North,22727,2084,0.084,0.152,0.1539,0.02340365034662045061
2024-04-01,88,ORAL HEALTH CENTRE,3457,436,0.126,12.61,8,24,Metro North,16156,2722,0.144,0.214,0.1234,0.02640140522376661066
2025-01-01,88,ORAL HEALTH CENTRE,3469,659,0.190,19.00,5,16,Metro North,21169,811,0.037,0.164,0.1510,0.02474940248992259123
2023-07-01,51,BUNDABERG DENTAL CLINIC,3534,394,0.111,11.15,9,27,Wide Bay,10631,960,0.083,0.332,0.0888,0.02952380952380952381
2023-07-01,32,ROCKHAMPTON DENTAL CLINIC,3543,813,0.229,22.95,4,13,Central Queensland,8093,1462,0.153,0.438,0.0676,0.02959899749373433584
2023-07-01,7,CABOOLTURE DENTAL CLINIC,3565,21,0.006,0.59,167,500,Metro North,13401,1751,0.116,0.266,0.1120,0.02978279030910609858
2024-07-01,32,ROCKHAMPTON DENTAL CLINIC,3569,870,0.244,24.38,4,12,Central Queensland,7970,1618,0.169,0.448,0.0606,0.02711511578435543670
2024-01-01,32,ROCKHAMPTON DENTAL CLINIC,3592,793,0.221,22.08,5,14,Central Queensland,8319,1410,0.145,0.432,0.0655,0.02828636002110452251
2024-04-01,2,CALOUNDRA DENTAL CLINIC,3593,150,0.042,4.17,24,71,Sunshine Coast,12971,530,0.039,0.277,0.0991,0.02744004887734840385
2025-04-01,6,REDCLIFFE DENTAL CLINIC,3607,296,0.082,8.21,12,37,Metro North,22727,2084,0.084,0.159,0.1539,0.02441913994800693241
2023-10-01,32,ROCKHAMPTON DENTAL CLINIC,3623,614,0.169,16.95,6,18,Central Queensland,8397,1014,0.108,0.431,0.0671,0.02896916778609352012
2023-04-01,51,BUNDABERG DENTAL CLINIC,3646,147,0.040,4.03,25,75,Wide Bay,10529,726,0.065,0.346,0.0907,0.03140937284631288766
2024-04-01,32,ROCKHAMPTON DENTAL CLINIC,3649,772,0.212,21.16,5,14,Central Queensland,8170,1526,0.157,0.447,0.0624,0.02786772567588208340
2025-01-01,51,BUNDABERG DENTAL CLINIC,3650,408,0.112,11.18,9,27,Wide Bay,11636,1093,0.086,0.314,0.0830,0.02604073770199407841
2025-04-01,32,ROCKHAMPTON DENTAL CLINIC,3685,706,0.192,19.16,5,16,Central Queensland,8532,1173,0.121,0.432,0.0578,0.02494719454072790295
2024-07-01,51,BUNDABERG DENTAL CLINIC,3691,468,0.127,12.68,8,24,Wide Bay,10803,1769,0.141,0.342,0.0821,0.02804199841974108065
2023-10-01,51,BUNDABERG DENTAL CLINIC,3724,340,0.091,9.13,11,33,Wide Bay,11135,889,0.074,0.334,0.0890,0.02977675430179747969
2023-10-01,7,CABOOLTURE DENTAL CLINIC,3748,17,0.005,0.45,200,600,Metro North,14553,1649,0.102,0.258,0.1164,0.02996865604810337107
2025-04-01,51,BUNDABERG DENTAL CLINIC,3775,256,0.068,6.78,15,44,Wide Bay,11693,1082,0.085,0.323,0.0792,0.02555648830155979203
2024-10-01,88,ORAL HEALTH CENTRE,3791,256,0.068,6.75,15,44,Metro North,20168,477,0.023,0.188,0.1480,0.02782671246953815438
2025-04-01,88,ORAL HEALTH CENTRE,3822,632,0.165,16.54,6,18,Metro North,22727,2084,0.084,0.168,0.1539,0.02587467504332755633
2024-10-01,51,BUNDABERG DENTAL CLINIC,3830,232,0.061,6.06,16,49,Wide Bay,11732,773,0.062,0.326,0.0861,0.02811298041633635750
2024-01-01,44,HERVEY BAY DENTAL CLINIC,3835,850,0.222,22.16,5,14,Wide Bay,11174,1270,0.102,0.343,0.0880,0.03019994172631844205
2024-01-01,7,CABOOLTURE DENTAL CLINIC,3884,90,0.023,2.32,43,130,Metro North,14865,1821,0.109,0.261,0.1171,0.03058580799609408837
2024-10-01,32,ROCKHAMPTON DENTAL CLINIC,3902,590,0.151,15.12,7,20,Central Queensland,8593,1115,0.115,0.454,0.0631,0.02864147508734842479
2023-04-01,156,KINGSTON LOGAN CLUSTER,3911,596,0.152,15.24,7,20,Metro South,25377,4168,0.141,0.154,0.2186,0.03369228118538938663
2025-01-01,32,ROCKHAMPTON DENTAL CLINIC,3920,860,0.219,21.94,5,14,Central Queensland,8636,1473,0.146,0.454,0.0616,0.02796703884707309243
2023-04-01,32,ROCKHAMPTON DENTAL CLINIC,3929,736,0.187,18.73,5,16,Central Queensland,8391,1401,0.143,0.468,0.0723,0.03384734665747760165
2024-07-01,44,HERVEY BAY DENTAL CLINIC,3936,806,0.205,20.48,5,15,Wide Bay,10803,1769,0.141,0.364,0.0821,0.02990336108916307056
2024-01-01,51,BUNDABERG DENTAL CLINIC,3936,197,0.050,5.01,20,60,Wide Bay,11174,1270,0.102,0.352,0.0880,0.03099529873136620284
2024-04-01,51,BUNDABERG DENTAL CLINIC,3956,240,0.061,6.07,16,49,Wide Bay,11501,966,0.077,0.344,0.0878,0.03021231098212921949
2023-04-01,44,HERVEY BAY DENTAL CLINIC,3969,240,0.060,6.05,17,50,Wide Bay,10529,726,0.065,0.377,0.0907,0.03419193659545141282
2023-04-01,54,TOOWOOMBA DENTAL CLINIC,3981,354,0.089,8.89,11,34,Darling Downs,9114,1073,0.105,0.437,0.0785,0.03429531357684355617
2024-04-01,44,HERVEY BAY DENTAL CLINIC,4054,565,0.139,13.94,7,22,Wide Bay,11501,966,0.077,0.352,0.0878,0.03096074537956315870
2023-04-01,87,IPSWICH DENTAL CLINIC,4111,220,0.054,5.35,19,56,West Moreton,7051,386,0.052,0.583,0.0607,0.03541523087525844245
2023-07-01,44,HERVEY BAY DENTAL CLINIC,4131,262,0.063,6.34,16,48,Wide Bay,10631,960,0.083,0.389,0.0888,0.03451127819548872180
2023-07-01,152,MS INNER BRISBANE CLUSTER,4140,450,0.109,10.87,9,28,Metro South,29987,2873,0.087,0.138,0.2505,0.03458646616541353383
2023-07-01,54,TOOWOOMBA DENTAL CLINIC,4148,321,0.077,7.74,13,39,Darling Downs,9194,1044,0.102,0.451,0.0768,0.03465329991645781119
2023-10-01,44,HERVEY BAY DENTAL CLINIC,4203,328,0.078,7.80,13,38,Wide Bay,11135,889,0.074,0.377,0.0890,0.03360679332181922855
2024-01-01,54,TOOWOOMBA DENTAL CLINIC,4298,330,0.077,7.68,13,39,Darling Downs,9276,1096,0.106,0.463,0.0730,0.03384598423460669202
2023-10-01,152,MS INNER BRISBANE CLUSTER,4309,262,0.061,6.08,16,49,Metro South,29850,2055,0.064,0.144,0.2387,0.03445435936800358217
2023-07-01,87,IPSWICH DENTAL CLINIC,4311,386,0.090,8.95,11,33,West Moreton,7183,599,0.077,0.600,0.0600,0.03601503759398496241
2023-10-01,54,TOOWOOMBA DENTAL CLINIC,4312,277,0.064,6.42,16,47,Darling Downs,9685,881,0.083,0.445,0.0774,0.03447834708629181859
2024-10-01,44,HERVEY BAY DENTAL CLINIC,4468,295,0.066,6.60,15,45,Wide Bay,11732,773,0.062,0.381,0.0861,0.03279603041780439825
2024-04-01,7,CABOOLTURE DENTAL CLINIC,4468,11,0.002,0.25,500,1500,Metro North,16156,2722,0.144,0.277,0.1234,0.03412249885443714678
2025-01-01,39,MACKAY DENTAL CLINIC,4512,785,0.174,17.40,6,17,Mackay,6506,1381,0.175,0.694,0.0464,0.03219063246887596761
2025-04-01,44,HERVEY BAY DENTAL CLINIC,4560,482,0.106,10.57,9,28,Wide Bay,11693,1082,0.085,0.390,0.0792,0.03087088388214904679
2024-07-01,39,MACKAY DENTAL CLINIC,4593,1775,0.386,38.65,3,8,Mackay,6286,2554,0.289,0.731,0.0478,0.03489485200267428433
2024-10-01,54,TOOWOOMBA DENTAL CLINIC,4637,292,0.063,6.30,16,48,Darling Downs,10084,757,0.070,0.460,0.0740,0.03403652485392994510
2024-04-01,152,MS INNER BRISBANE CLUSTER,4645,593,0.128,12.77,8,23,Metro South,30747,2556,0.077,0.151,0.2348,0.03547426302123109821
2025-01-01,44,HERVEY BAY DENTAL CLINIC,4662,259,0.056,5.56,18,54,Wide Bay,11636,1093,0.086,0.401,0.0830,0.03326079977169764206
2025-04-01,39,MACKAY DENTAL CLINIC,4677,392,0.084,8.38,12,36,Mackay,6771,622,0.084,0.691,0.0458,0.03166296577123050260
2024-04-01,54,TOOWOOMBA DENTAL CLINIC,4700,217,0.046,4.62,22,65,Darling Downs,10106,717,0.066,0.465,0.0772,0.03589430273407667634
2024-01-01,152,MS INNER BRISBANE CLUSTER,4706,522,0.111,11.09,9,27,Metro South,32274,2919,0.083,0.146,0.2542,0.03705891154212635939
2024-07-01,54,TOOWOOMBA DENTAL CLINIC,4715,381,0.081,8.08,12,37,Darling Downs,10190,938,0.084,0.463,0.0774,0.03582173463805992828
2023-07-01,39,MACKAY DENTAL CLINIC,4780,498,0.104,10.42,10,29,Mackay,6426,1128,0.149,0.744,0.0537,0.03993316624895572264
2025-04-01,54,TOOWOOMBA DENTAL CLINIC,4864,301,0.062,6.19,16,48,Darling Downs,10662,633,0.056,0.456,0.0722,0.03292894280762564991
2025-01-01,54,TOOWOOMBA DENTAL CLINIC,4867,211,0.043,4.34,23,70,Darling Downs,10346,597,0.055,0.470,0.0738,0.03472336175222059715
2023-04-01,39,MACKAY DENTAL CLINIC,4870,457,0.094,9.38,11,32,Mackay,6612,1059,0.138,0.737,0.0570,0.04195382494831150930
2023-04-01,154,NATHAN INALA CLUSTER,4875,825,0.169,16.92,6,18,Metro South,25377,4168,0.141,0.192,0.2186,0.04199689869055823570
2024-10-01,152,MS INNER BRISBANE CLUSTER,4906,519,0.106,10.58,9,28,Metro South,31074,3200,0.093,0.158,0.2281,0.03601103966646114096
2024-01-01,39,MACKAY DENTAL CLINIC,4925,672,0.136,13.64,7,22,Mackay,6877,1117,0.140,0.716,0.0542,0.03878349752336853379
2023-07-01,156,KINGSTON LOGAN CLUSTER,4952,408,0.082,8.24,12,37,Metro South,29987,2873,0.087,0.165,0.2505,0.04137009189640768588
2024-10-01,39,MACKAY DENTAL CLINIC,4977,946,0.190,19.01,5,16,Mackay,6990,1209,0.147,0.712,0.0513,0.03653219413370915177
2024-07-01,152,MS INNER BRISBANE CLUSTER,5023,593,0.118,11.81,8,25,Metro South,32072,3275,0.093,0.157,0.2437,0.03816173342247614417
2024-01-01,87,IPSWICH DENTAL CLINIC,5024,307,0.061,6.11,16,49,West Moreton,7983,494,0.058,0.629,0.0629,0.03956310488475198249
2024-04-01,39,MACKAY DENTAL CLINIC,5030,434,0.086,8.63,12,35,Mackay,6958,1010,0.127,0.723,0.0531,0.03841454101115014510
2023-04-01,155,BAYSIDE CLUSTER,5044,757,0.150,15.01,7,20,Metro South,25377,4168,0.141,0.199,0.2186,0.04345279117849758787
2023-10-01,156,KINGSTON LOGAN CLUSTER,5102,238,0.047,4.66,21,64,Metro South,29850,2055,0.064,0.171,0.2387,0.04079511290219407663
2023-10-01,87,IPSWICH DENTAL CLINIC,5123,32,0.006,0.62,167,500,West Moreton,8461,52,0.006,0.605,0.0677,0.04096302693021173159
2025-01-01,152,MS INNER BRISBANE CLUSTER,5138,587,0.114,11.42,9,26,Metro South,33040,3011,0.084,0.156,0.2357,0.03665679734598508900
2024-07-01,7,CABOOLTURE DENTAL CLINIC,5157,33,0.006,0.64,167,500,Metro North,17927,1967,0.099,0.288,0.1362,0.03917978484167021212
2023-10-01,39,MACKAY DENTAL CLINIC,5223,169,0.032,3.24,31,94,Mackay,7187,455,0.060,0.727,0.0575,0.04176261753981961236
2024-04-01,156,KINGSTON LOGAN CLUSTER,5390,242,0.045,4.49,22,67,Metro South,30747,2556,0.077,0.175,0.2348,0.04116389185886665648
2024-10-01,155,BAYSIDE CLUSTER,5406,740,0.137,13.69,7,22,Metro South,31074,3200,0.093,0.174,0.2281,0.03968114154848938607
2024-10-01,156,KINGSTON LOGAN CLUSTER,5444,344,0.063,6.32,16,48,Metro South,31074,3200,0.093,0.175,0.2281,0.03996006929152353269
2023-10-01,155,BAYSIDE CLUSTER,5465,393,0.072,7.19,14,42,Metro South,29850,2055,0.064,0.183,0.2387,0.04369762681507068381
2024-07-01,155,BAYSIDE CLUSTER,5495,724,0.132,13.18,8,23,Metro South,32072,3275,0.093,0.171,0.2437,0.04174770558560748800
2024-04-01,155,BAYSIDE CLUSTER,5511,431,0.078,7.82,13,38,Metro South,30747,2556,0.077,0.179,0.2348,0.04208797922712692836
2024-04-01,154,NATHAN INALA CLUSTER,5528,499,0.090,9.03,11,33,Metro South,30747,2556,0.077,0.180,0.2348,0.04221780968382465251
2023-10-01,154,NATHAN INALA CLUSTER,5535,425,0.077,7.68,13,39,Metro South,29850,2055,0.064,0.185,0.2387,0.04425734024179620035
2024-01-01,156,KINGSTON LOGAN CLUSTER,5559,371,0.067,6.67,15,45,Metro South,32274,2919,0.083,0.172,0.2542,0.04377613456495546788
